Ticker,Name,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary
1196,REALORD GROUP,Waste Management,waste-management,Waste Management,Industrials,industrials,Industrials,"Realord Group Holdings Limited, an investment holding company, engages in the commercial printing, hangtag, motor vehicles parts, financial service, trading, property, and environmental protection businesses in Hong Kong, Mainland China, Grenada, Japan, and internationally. The company's Commercial Printing segment provides financial printing services, digital printing, and other related services. Its Hangtag segment sells hangtags, labels, shirt paper boards, and plastic bags to manufacturers of consumer products. The company's Motor Vehicle Parts segment distributes and sells motor vehicle parts. Its Financial Services segment provides corporate finance advisory, asset management, securities brokerage services, margin financing, and money lending services. The company's Environmental Protection segment is involved in dismantling, processing, trading, and sales of scrap materials. Its property segment develops, operates, and invests in commercial properties. The LAC segment engages in the development of project, which includes school campuses, apartments for student, commercial complex, hotel resorts, residential villas, and other ancillary facilities. Its Cinema Operation segment operates cinema theatres.The Department Store segment operates department stores, which offers various consumer products, counter income, rental income from sublease of properties, and the provision of general and life insurances. It also provides financial leasing and conference services; trades in electronic products and computer components; consultancy services as a marketing agent; and develops and sells e-commerce platform. The company was formerly known as Cheong Ming Investments Limited and changed its name to Realord Group Holdings Limited in September 2014. Realord Group Holdings Limited was incorporated in 1996 and is headquartered in Central, Hong Kong. Realord Group Holdings Limited is a subsidiary of Manureen Holdings Limited."
1198,ROYALE HOME,"Furnishings, Fixtures & Appliances",furnishings-fixtures-appliances,"Furnishings, Fixtures & Appliances",Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Royale Home Holdings Limited, an investment holding company, engages in the manufacture and sale of home furniture in the People's Republic of China. It operates in four segments: Furniture Products; Development Properties for Sales and Property Investments; Hotel Operations; and Trading. The company is also involved in the trading of commodities; investments and development of properties; operation of hotel; and trading of aluminum ingots and bars. In addition, it is rents properties; manufactures and sells foam; and provides decoration services. The company was formerly known as Royale Furniture Holdings Limited and changed its name to Royale Home Holdings Limited in June 2020. Royale Home Holdings Limited was founded in 1997 and is headquartered in Tsim Sha Tsui East, Hong Kong."
1199,COSCO SHIP PORT,Marine Shipping,marine-shipping,Marine Shipping,Industrials,industrials,Industrials,"COSCO SHIPPING Ports Limited, an investment holding company, manages and operates ports and terminals in Mainland China, Hong Kong, Europe, and internationally. The company operates container, container freight stations, container terminals, and rail terminals, as well as offers financing, treasury, management, logistics, and consultancy services. As of December 31, 2023, it operated and managed 371 berths at 38 ports with a total annual handling capacity of approximately 123 million TEU. The company was formerly known as COSCO Pacific Limited and changed its name to COSCO SHIPPING Ports Limited in July 2016. COSCO SHIPPING Ports Limited was incorporated in 1994 and is headquartered in Central, Hong Kong. COSCO SHIPPING Ports Limited operates as a subsidiary of COSCO SHIPPING Holdings Co., Ltd."
1200,MIDLAND HOLDING,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Midland Holdings Limited, an investment holding company, provides property agency services in Hong Kong, Macau, and Mainland China. It offers non-residential property agency services to industrial, commercial, and shop properties; project planning, commercial property management, and marketing and sales planning services; and surveying, leasing, and property management services. The company also provides immigration consultancy services; surveying consultancy services, including valuation advisory, development study, sales, marketing, tender, and auction for projects; and operates internet website. In addition, it offers property investment services; money lending services; overseas property projects marketing and referral services; mortgage brokerage and loans; and management services. Midland Holdings Limited was founded in 1973 and is headquartered in Central, Hong Kong."
1201,TESSON HOLDINGS,Electrical Equipment & Parts,electrical-equipment-parts,Electrical Equipment & Parts,Industrials,industrials,Industrials,"Tesson Holdings Limited, an investment holding company, engages in the lithium ion motive battery business in the People's Republic of China. The company operates through Lithium Ion Motive Battery Business and Internet Sales Business. It manufactures, sells, and trades in lithium-ion motive batteries, lithium-ion battery modules, battery charging devices, and battery material machines and production lines. The company also provides new energy solutions and related equipment, such as electric passenger car power battery, electric logistics vehicle power battery, electric tool power battery, garden tool power battery, industrial and commercial energy storage, and home energy storage systems. In addition, it is involved the import and export trading activities. The company was formerly known as Kith Holdings Limited and changed its name to Tesson Holdings Limited in June 2015. Tesson Holdings Limited was founded in 1982 and is headquartered in Tsim Sha Tsui, Hong Kong. Tesson Holdings Limited is a subsidiary of Double Key International Limited."
1202,SIWI SCI & TECH,Communication Equipment,communication-equipment,Communication Equipment,Technology,technology,Technology,"Chengdu SIWI Science and Technology Company Limited, together with its subsidiaries, engages in the manufacture and sale of telecommunications cables in the People's Republic of China. The company offers electric wires and cables, optical fibers and cables, wire and cable specific materials, and cable accessories; equipment and various kinds of information industrial products devices; equipment technology research and development; and product manufacturing, sales, and service. It also provides irradiation processing services. The company was formerly known as Chengdu PUTIAN Telecommunications Cable Company Limited and changed its name to Chengdu SIWI Science and Technology Company Limited in August 2022. The company was founded in 1958 and is headquartered in Chengdu, the People's Republic of China. Chengdu SIWI Science and Technology Company Limited is a subsidiary of China Potevio Company Limited."
1203,GUANGNAN (HOLD),Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"GDH Guangnan (Holdings) Limited, an investment holding company, engages in the manufacture and sale of tinplates and related products in Hong Kong, Mainland China, rest of Asia, and internationally. It operates through three segments: Tinplating, Fresh and Live Foodstuffs, and Property Leasing. It produces and sells tinplates and related products for packaging materials for food and industrial products. The company engages in the distribution of livestock and poultry; wholesale of fresh and live products, including live pigs; leases office and industrial premises; and offers slaughtering services. In addition, the company operates water supply and energy projects; operates department stores; and operates and manages hotel business. The company was formerly known as Guangnan (Holdings) Limited and changed its name to GDH Guangnan (Holdings) Limited in June 2020. The company was incorporated in 1982 and is based in Wan Chai, Hong Kong. GDH Guangnan (Holdings) Limited is a subsidiary of GDH Limited."
1204,BOARDWARE INTEL,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"BoardWare Intelligence Technology Limited provides enterprise IT solutions in Macau, Hong Kong, the People's Republic of China, and internationally. It offers professional IT services, including data networking, system infrastructure, virtualization, cybersecurity, and modular data center services, as well as network configuration, assessment of system specifications and requirements, sales of packaged hardware and software, installation of equipment and software, and software development services. The company also provides managed services, such as leasing IT equipment to its customers under finance lease arrangements and related technical support services; security monitoring services to protect customers' information and data security; and network operating environment solutions. In addition, it distributes, sells, and resells various packaged IT hardware and software products and solutions; offers IT maintenance and consultancy services comprising on-site support and technical support services for the customers, and post sales maintenance and support services. Further, the company is involved in research and development activities; provision of IT solution services consists of procurement and integration services; and distribution of IT products to IT solutions providers and resellers. It serves enterprises or bodies in telecommunications, media, and technology, as well as gaming and hospitality and public sectors. The company was founded in 2010 and is headquartered in Macau, Macau. BoardWare Intelligence Technology Limited operates as a subsidiary of Tai Wah (BVI) Holdings Limited."
1205,CITIC RESOURCES,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"CITIC Resources Holdings Limited, an investment holding company, engages in the exploration, development, and production of oil and coal in Mainland China, Australia, Europe, other Asian countries, and internationally. The company operates through four segments: Aluminum Smelting, Coal, and Crude Oil, and Import and Export of Commodities. The Aluminum smelting segment operates a Portland aluminum smelter, which sources alumina and produces aluminum ingots in Australia. The Coal segment operates mines; and sells coal in Australia. The Crude Oil segment explores, develops, and operates oilfields, as well as sells crude oil in Indonesia and China. The Import and Export of Commodities segment exports various commodity products; and imports other commodities and manufactured goods. It also engages in financing; oil technology development; and property holding activities, as well as provides consulting and management services. The company was incorporated in 1997 and is headquartered in Kowloon, Hong Kong."
1206,TECHNOVATOR,Building Products & Equipment,building-products-equipment,Building Products & Equipment,Industrials,industrials,Industrials,"Technovator International Limited, together with its subsidiaries, provides urban energy saving services in the People's Republic of China. It operates through three segments: Smart Transportation, Smart Buildings and Complex, and Smart Energy. The Smart Transportation segment offers a series of proprietary software and hardware products of rail transit, such as integrated supervision and control systems; and building automation systems for rail transit and safety door systems, as well as integrated solutions comprising planning, procurement, installation, commissioning, and aftersales services. The Smart Building and Complex segment engages in the integrated intelligence and efficiency management activities, including integrated energy consumption monitoring, and energy-saving consultation and reformation services; provision of full life-cycle services; and integration and product supply of intelligence systems for buildings. The Smart Energy segment offers regional energy planning, integrated utilization of industrial waste heat recovery, heat pump, independent temperature and humidity control, and variable air rate technologies for energy cascade utilization, as well as optimizes and transforms energy systems; and urban heating network technologies, including distributed variable frequency heating, cooling and heating network balancing, combined multi-heat sources heating, heating network and source monitoring, and optimal regulation technologies. It is involved in the design, manufacture, and marketing of building automation solutions; development of software and technology, as well as marketing, service, and consulting activities; energy management activities; and marketing of heating power equipment. The company was formerly known as Technovator Int Private Ltd. and changed its name to Technovator International Limited in September 2011. Technovator International Limited was incorporated in 2005 and is headquartered in Singapore."
1208,MMG,Copper,copper,Copper,Basic Materials,basic-materials,Basic Materials,"MMG Limited, an investment holding company, engages in the exploration, development, and mining of copper, zinc, gold, silver, molybdenum, cobalt, and lead deposits in Australia and internationally. It operates through Las Bambas, Kinsevere, Dugald River, Rosebery, and Other segments. The company holds a 62.5% interest in the Las Bambas open-pit copper and molybdenum mine located in Cotabambas, Apurimac region of Peru; and 100% interest in the Kinsevere open-pit copper mine in the Haut-Katanga province of the Democratic Republic of the Congo. It also holds a 100% interest in the Dugald River underground zinc mine located near Cloncurry in North West Queensland; and the Rosebery underground polymetallic base metal mine located on Tasmania's west coast. The company was formerly known as Minmetals Resources Limited and changed its name to MMG Limited in September 2012. The company was incorporated in 1988 and is headquartered in Southbank, Australia. MMG Limited operates as a subsidiary of China Minmetals H.K. (Holdings) Limited."
1209,CHINA RES MIXC,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"China Resources Mixc Lifestyle Services Limited, an investment holding company, provides property management and commercial operational services in the People's Republic of China. It operates in two segments, Residential Property Management Services; and Commercial Operational and Property Management Services. The company offers management services for residential properties and other non-commercial properties comprising public facilities, such as stadiums, parks, and industrial parks, as well as various services to families and residents. It also provides property management services, including security, cleaning, greening, repair, and maintenance services; value-added services, which includes consultancy, preliminary preparation, and pre-delivery marketing services; and community value-added services, such as community living, brokerage, and asset services. In addition, the company offers commercial operational services, which includes pre-opening and operation management services; commercial subleasing services comprising leasing of shopping malls from their owners and sublease to tenants, such as retail stores and supermarkets; and tenant sourcing, asset management and operational services, opening preparation, and other services. It serves property developers, property owners, property owners' associations, and residents. The company was founded in 1994 and is headquartered in Shenzhen, the People's Republic of China. China Resources Mixc Lifestyle Services Limited is a subsidiary of China Resources Land Limited."
1211,BYD COMPANY,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"BYD Company Limited, together with its subsidiaries, engages in automobiles and batteries business in the People's Republic of China, Hong Kong, Macau, Taiwan, and internationally. The company operates in two segments: Mobile Handset Components, Assembly Service and Other Products; and Automobiles and Related Products and Other Products. The Mobile Handset Components, Assembly Service and Other Products segment manufactures and sells mobile handset components, such as housings and electronic components; and offers assembly services. The Automobiles and Related Products and Other Products segment is involved in the manufacturing and sale of automobiles, and auto-related molds and components; rail transport and related business; and provision of automobile leasing and after sales services, automobile power batteries, lithium-ion batteries, photovoltaic, and iron battery products. The company develops urban rail transportation business. BYD Company Limited was founded in 1995 and is headquartered in Shenzhen, China."
1213,MOBICON GROUP,Electronics & Computer Distribution,electronics-computer-distribution,Electronics & Computer Distribution,Technology,technology,Technology,"Mobicon Group Limited, an investment holding company, trades in and distributes of electronic and electrical components, and equipment in Hong Kong, the Asia Pacific, South Africa, Europe, and internationally. The company operates through three segments: Electronic and Electrical Trading Business; Computer Business; and Cosmetic and Online Retail Business. It involved in the retail sales of computer products and smartphone and mobile accessories; distributes of computer and consumer products; and provision of IT outsourcing and solution services. In addition, the company trades in, distributes, and retails cosmetic products through retail shops, as well as online channels. It offers its products under the MOBICON, VideoCom, APower, and wishh brand names. The company was founded in 1983 and is headquartered in San Po Kong, Hong Kong."
1215,KAI YUAN HLDGS,Lodging,lodging,Lodging,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Kai Yuan Holdings Limited, an investment holding company, owns and operates hotels in Hong Kong and France. The company operates in two segments, Hotel Operation and Money Lending segments. It also engages in the research and development activities, and provision of mortgage loans and services. Kai Yuan Holdings Limited was incorporated in 1997 and is based in Wan Chai, Hong Kong."
1216,ZYBANK,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Zhongyuan Bank Co., Ltd. offers banking services in the Asia Pacific, North America, and internationally. It operates through Corporate Banking, Retail Banking, Financial Markets Business, and Others segments. The Corporate Banking segment provides corporate loans and advances, trade financing and deposit taking, agency, consulting and advisory, remittance and settlement, and guarantee services to corporations, government agencies, and financial institutions. The Retail Banking segment offers a range of financial products and services, including personal loans, deposits, bank cards, personal wealth management services, and remittance services to retail customers. The Financial Markets Business segment provides inter-bank money market transaction, repurchases transactions, investments, and issuance of debt services, as well as trades in debt securities. The company was founded in 2014 and is headquartered in Zhengzhou, China."
1217,CH INNOVATION,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"China Innovation Investment Limited invests in equity-related securities and debt instruments in listed and unlisted companies in Hong Kong and the People's Republic of China. It also engages in transactions comprising options and futures that are traded on recognized securities or futures exchanges and for the purpose of hedging. The company invests in information technology, telecommunications, manufacturing, service, property, infrastructure, life science, and environmental sectors. China Innovation Investment Limited, formerly nown as Sino Technology Investments Company Limited, was incorporated in 2002 and is based in Sheung Wan, Hong Kong."
1218,EASYKNIT INT'L,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Easyknit International Holdings Limited, an investment holding company, engages in the investment and development of properties in Hong Kong and Singapore. It operates through Property Investment, Property Development, Investment in Securities and Others, and Loan Financing segments. The company develops residential buildings with a fully equipped gym, children's playroom, multi-function room with flat roof, and car and motor parking spaces; redevelops buildings for residential and commercial use; and invests in residential, commercial, and industrial properties. It also provides financial services comprising stocks and securities brokerage, share placement and underwriting, and margin financing services; and property management services consisting of facility management, security and monitoring system, cleaning, fire prevention and safety compliance, fire and public liability insurance, professional, facilities update/improvement, and emergency support services. In addition, the company invests in securities, which include listed and unlisted equity, equity-linked notes, bonds, and other investment products, as well as in entertainment and film rights; and offers loan financing services to individuals and corporate entities. Easyknit International Holdings Limited was founded in 1981 and is based in Cheung Sha Wan, Hong Kong."
1220,ZHIDAO INT'L,Aluminum,aluminum,Aluminum,Basic Materials,basic-materials,Basic Materials,"Zhidao International (Holdings) Limited, an investment holding company, provides construction and engineering services in Hong Kong and Macau. It operates through three segments: Construction Projects, Trading of Aluminium Products, and Money Lending. The company also trades in aluminium products, as well as supplies aluminium products for construction projects; and offers loan financing services. In addition, it provides development, engineering, and construction services for a mining project; and construction contracts services. The company was formerly known as Ocean Grand Holdings Limited and changed its name to Zhidao International (Holdings) Limited in June 2012. Zhidao International (Holdings) Limited was incorporated in 1997 and is based in Wan Chai, Hong Kong."
1221,SINO HOTELS,Lodging,lodging,Lodging,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Sino Hotels (Holdings) Limited, an investment holding company, operates and manages hotels in Hong Kong. It operates hotels under the Conrad Hong Kong, City Garden Hotel, the Royal Pacific Hotel & Towers, the Olympian Hong Kong, Hong Kong Gold Coast Hotel, the Pottinger Hong Kong, and the Fullerton Ocean Park Hotel Hong Kong names in Hong Kong; and the Fullerton Hotel and the Fullerton Bay Hotel names in Singapore, as well as the Fullerton Hotel in Sydney. The company also operates clubs under the Gold Coast Yacht & Country Club name. In addition, it engages in the club and cafe operation activities; property development, including residential, retail, offices, industrial, and other properties; provision of nominee and finance services; property management, security, environmental, and parking services; and share and bond investment activities. The company was incorporated in 1994 and is based in Tsim Sha Tsui, Hong Kong."
1222,WANG ON GROUP,Conglomerates,conglomerates,Conglomerates,Industrials,industrials,Industrials,"Wang On Group Limited, an investment holding company, primarily engages in the property development and investment activities in Hong Kong, Mainland China, Macau, and internationally. It operates through Property Development, Property Investment, Fresh Markets, Pharmaceutical, and Treasury Management segments. The company invests in industrial and commercial premises, and residential units for rental or for sale; and invests in debt and other securities. It also involved in the management and sub-licensing of fresh markets; butchery business, which includes management of properties in agricultural produce exchange markets; and production and sale of Chinese and Western pharmaceutical, health food, and personal healthcare products under the Wai Yuen Tong and Madame Pearl's brand names. In addition, the company involved in asset management, money lending, sale of pork, and property management businesses, as well as offers management and financial services. Wang On Group Limited was founded in 1987 and is headquartered in Kowloon Bay, Hong Kong."
1223,SYMPHONY HOLD,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"Symphony Holdings Limited, an investment holding company, primarily operates as a retailing company. It operates through Branding, Retailing, and Financial Services segments. The company is involved in the distribution of SUNSEEKER swimwear; manufacturing and trading of healthcare products; and development and management of PONY and SKINS trademarks. It also manages and operates outlet malls and fashion stores; and provides securities brokerage, margin financing, underwriting and placing, financial consulting, and money lending services. In addition, the company offers information, technology, corporate, and portfolio management services; and accountancy, legal, secretarial, and cruiser services. Further, it engages in the trading, retailing, and distribution of swimming apparel and accessories; property investment and holding activities; holding of club debentures; sub-licensing of trademark rights; manufactures and sales of alcoholic beverages and food; and trading and wholesaling of sportswear. It operates in the People's Republic of China, Hong Kong, other Asian countries, the United States, and internationally. The company was formerly known as Liang Shing (Holdings) Limited and changed its name to Symphony Holdings Limited in 1997. Symphony Holdings Limited was incorporated in 1993 and is based in North Point, Hong Kong."
1224,C C LAND,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"C C Land Holdings Limited, an investment holding company, engages in the investment and development of properties in the United Kingdom and Hong Kong. It operates through two segments, Property Development and Investment; and Treasury Investment. The company is involved in the money lending; corporate management; treasury management; and investment management activities. It also invests in securities and notes receivable; and provides financial services. The company was formerly known as Qualipak International Holdings Limited and changed its name to C C Land Holdings Limited in January 2007. C C Land Holdings Limited was incorporated in 1998 and is headquartered in Wan Chai, Hong Kong."
1225,LERADO FIN,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,"Lerado Financial Group Company Limited, an investment holding company, provides financial services in Hong Kong, the United States, rest of the People's Republic of China, Australia, and South America. It operates through three segments: Medical Products and Plastic Toys Business; Securities Brokerage Business and Asset Management Services; Money Lending Business and Other Financial Services. The company manufactures and distributes medical care and plastic toys products, such as mobility aid and other medical equipment; and offers financial services, including securities broking, margin financing, underwriting and placements, asset management, and money lending services, as well as loan services. It also manufactures and trades in nursery products; and provides insurance brokerage services. In addition, the company engages in the research and development of electric scooters and wheels. Lerado Financial Group Company Limited was formerly known as Lerado Group (Holding) Company Limited and changed its name to Lerado Financial Group Company Limited in March 2016. The company was founded in 1988 and is based in Sheung Wan, Hong Kong."
1226,CH INV FIN GP,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"China Investment and Finance Group Limited is an equity fund launched and managed by China Everbright Securities (HK) Limited. The fund invests in the equity markets of Greater China. China Investment and Finance Group Limited was formed on April 26, 2002 and is domiciled in Cayman Islands."
1228,CANBRIDGE-B,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"CANbridge Pharmaceuticals Inc., a biopharmaceutical company, engages in the research, development, and commercialization of therapies for rare diseases and oncology indications worldwide. The company offers Hunterase, an enzyme replacement therapy for the treatment of Hunter syndrome; NERLYNX (Neratinlib), a potent irreversible tyrosine kinase inhibitor for HER2-positive breast cancer; and Livmarli, an oral, minimally-absorbed, reversible IBAT inhibitor for the treatment of alagille syndrome and progressive familial intrahepatic cholestasis. It also engages in the development of CAN008, a CD95-Fc fusion protein that is in Phase 2/3 clinical trial for the treatment of glioblastoma multiforme; CAN106, an anti-C5 mAb that has completed Phase I clinical trial for paroxysmal nocturnal hemoglobinuria; and CAN103, a recombinant human enzyme replacement therapy (ERT) that is in Phase 2/3 clinical trials for gaucher disease. In addition, the company develops CAN107, a fibroblast growth factor 23 (FGF23) blocking antibody for X-linked hypophosphatemia; CAN104, a recombinant human ERT GLA for fabry disease; CAN105, a bispecific antibody for the treatment of hemophilia A; CAN201, a gene therapy program that utilizes adeno-associated virus (AAV) sL65 capsid; CAN202, a gene therapy program utilizing AAV sL65 capsid for pompe disease; and CAN 203, a gene therapy program that utilizes AAV SMN1 for the treatment of spinal muscular atrophy. It has a license agreement with Mirum for the development, commercialization, and manufacturing, under certain conditions, of Livmarli. CANbridge Pharmaceuticals Inc. was founded in 2012 and is headquartered in Suzhou, China."
1229,NAN NAN RES,Thermal Coal,thermal-coal,Thermal Coal,Energy,energy,Energy,"Nan Nan Resources Enterprise Limited, an investment holding company, engages in the mining and sale of coal in the Mainland China, Hong Kong, Singapore, the United Kingdom, and Malaysia. The company operates through three segments: Coal Mining Business, Renewable Energy Business, and IT Services Business. It owns mining right in the Kaiyuan Open Pit Coal Mine and an exploration right in the Zexu Open Pit Coal Mine in Xinjiang. The company provides renewable energy solutions and solar farm development services. In addition, it provides information technology outsourcing, consultancy, and technical services, as well as sells IT hardware products. The company was formerly known as International Resources Enterprise Limited and changed its name to Nan Nan Resources Enterprise Limited in September 2011. The company was incorporated in 1995 and is headquartered in Admiralty, Hong Kong. Nan Nan Resources Enterprise Limited operates as a subsidiary of Ascent Goal Investments Limited."
1231,NEWTON RES,Steel,steel,Steel,Basic Materials,basic-materials,Basic Materials,"Newton Resources Ltd, an investment holding company, engages in the sourcing and supply of iron ores and other commodities in Mainland China and internationally. It also provides management services. The company was founded in 2005 and is based in Wan Chai, Hong Kong."
1232,GW TIANDI,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Golden Wheel Tiandi Holdings Company Limited, an investment holding company, engages in the development of commercial and residential properties in Mainland China and Hong Kong. It operates through three segments: Property Development, Property Leasing, and Hotel Operation. The company develops and sells properties; and offers property leasing services, including the lease of self-owned properties and sub-lease of rented properties, as well as operates hotels. It also develops and operates shopping malls; and provides property decoration services. The company was founded in 1994 and is headquartered in Nanjing, China."
1233,TIMES CHINA,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Times China Holdings Limited, an investment holding company, operates as a property developer in the People's Republic of China. The company operates through Property Development, Urban Redevelopment Business, and Property Leasing segments. The Property Development segment develops and sells residential and commercial properties. The Urban Redevelopment Business segment is involved in the sale of land held for development and other related activities, as well as redevelopment of old towns, old factories, and old villages. The Property Leasing segment engages in the development, leasing, and sub-leasing of commercial properties owned by the company or independent third parties. It provides money lending, property management, and consulting management services. The company was formerly known as Times Property (Holdings) Co., Limited and changed its name to Times China Holdings Limited in February 2018. Times China Holdings Limited was founded in 1999 and is headquartered in Guangzhou, the People's Republic of China."
1234,CHINA LILANG,Apparel Manufacturing,apparel-manufacturing,Apparel Manufacturing,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"China Lilang Limited, together with its subsidiaries, engages in the manufacture and sale of branded menswear and related accessories in the People's Republic of China. The company designs, sources, manufactures, and sells business and casual apparel for men under the LILANZ and LESS IS MORE brand name through a retail and distribution network covering provinces, autonomous regions, and municipalities. It also provides management and transaction and storage services. It also sells its products through online. China Lilang Limited was founded in 1987 and is headquartered in Jinjiang, the People's Republic of China. China Lilang Limited is a subsidiary of Xiao Sheng International Limited."
1235,TRAVEL EXPERT,Travel Services,travel-services,Travel Services,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Travel Expert (Asia) Enterprises Limited, an investment holding company, engages in the travel and travel related businesses in Hong Kong and the People's Republic of China. It operates through Travel and Travel/Wedding Related Business, Food and Beverage Business, and Treasury Activities segments. The company provides services related to the sale of air tickets, hotel accommodation, and other travel/wedding related products and services. It is also involved in package tours and investment in treasury activities; and food and beverage business. In addition, the company provides marketing, management, and lease management services. Additionally, it operates retail shops in Hong Kong under the Travel Expert and Premium Holidays brand names; and a café under the Café Another brand name. The company was founded in 1986 and is headquartered in Wan Chai, Hong Kong. Travel Expert (Asia) Enterprises Limited is a subsidiary of Colvin & Horne Holdings Limited."
1237,CH ENV TECH&BIO,"Furnishings, Fixtures & Appliances",furnishings-fixtures-appliances,"Furnishings, Fixtures & Appliances",Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"China Environmental Technology and Bioenergy Holdings Limited, an investment holding company, manufactures and sells outdoor wooden products in the People's Republic of China, North America, Europe, other Asia Pacific, and Australasia. It operates through two segments: Manufacturing and Sales of Wooden Products; and Manufacturing and Sales of Renewable Energy Products. The company offers timber villas for leisure resort clubs, tourist scenic spots, and parks; non-residential timber sheds for leisure or storage purposes, including pavilions and gazebos, etc.; timber logs which are processed with drying, coating, polishing, and anti-corrosive treatment; and timber logs, as well as produces and sells timber houses, and related parts and structures. It also provides recreational products, such as play swings, sand tables, and outdoor rocking chairs for children for public parks and private gardens, and courtyards; outdoor furniture products comprising tables and chairs; indoor furniture products consisting of beds and cabinets; landscape garden products, such as flower carts, railings, and litter bins for use in gardens, scenic spots, courtyards, and parks; and pet-home products, including bird houses, dog homes and playhouses, rabbit hutches, hamster cages, etc. In addition, the company trades in timber; and recycles and produces biomass pellet fuels. The company was formerly known as Merry Garden Holdings Limited and changed its name to China Environmental Technology and Bioenergy Holdings Limited in June 2016. China Environmental Technology and Bioenergy Holdings Limited was founded in 1995 and is headquartered in Zhangping, China."
1238,POWERLONG,Real Estate - Development,real-estate-development,Real Estate - Development,Real Estate,real-estate,Real Estate,"Powerlong Real Estate Holdings Limited, an investment holding company, invests in, develops, operates, and manages commercial real estate projects in the People's Republic of China. The company operates through four segments: Property Development, Property Investment, Commercial Operation and Residential Property Management, and Other Property Development Related Businesses. It develops commercial and residential properties; and owns and operates property development projects. The company is involved in property investments mainly shopping malls, as well as hotel operations. In addition, it owns and manages international branded hotels and self-owned branded chain hotels under the Le Meridien Shanghai Minhang, Radisson Blu Shanghai Pudong Jinqiao, Radisson Exhibition Center Shanghai, Hotel W Xiamen, Four Points by Sheraton Taicang Suzhou, Four Points by Sheraton Chengyang Qingdao, Aloft Yancheng, Wyndham Grand Plaza Royale Powerlong Fuyang, ARTELS Anxi Quanzhou, ARTELS+ Fuyang Hangzhou, ARTELS+ Collection Lingang Shanghai, ARTELS+ Collection Hechuan Chongqing, ARTELS+ Wujing Shanghai, ARTELS+ Xinxiang, JUNTELS Binjiang Hangzhou, JUNTELS Penglai Yantai, JUNTELS Tai'an, JUNTELS Pan'an Jinhua, and JUNTELS Shaoxing brand names. The company was founded in 1990 and is based in Shanghai, the People's Republic of China."
1239,TEAMWAY INTL GP,Packaging & Containers,packaging-containers,Packaging & Containers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Teamway International Group Holdings Limited, an investment holding company, designs, manufactures, and sells packaging products and structural components in the People's Republic of China and Singapore. It operates through Design, Manufacture and Sale of Packaging Products and Structural Components; Trading of Filtration Media, Equipment and Related Accessories for Air Purification; Design, Manufacturing, Sale and Marketing of Rosewood Home Furniture; and Property Investment segments. The company offers expanded polystyrene and polyolefin products for packaging consumer electrical appliances, such as televisions, air conditioners, washing machines, and refrigerators. It also provides rosewood home furniture; trades in filtration media, equipment, and related accessories; and invests in properties. The company was formerly known as Jin Bao Bao Holdings Limited and changed its name to Teamway International Group Holdings Limited in September 2017. Teamway International Group Holdings Limited was founded in 1995 and is headquartered in Tsim Sha Tsui, Hong Kong."
