Ticker,Co_name,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary
CWX.AX,Carawine Resources Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Carawine Resources Limited, a mineral exploration company, engages in exploration, discovery, and development of mineral properties in Australia. It primarily explores for gold, copper, silver, zinc, nickel, base metals, manganese, lead, and iron deposits. Carawine Resources Limited was incorporated in 2016 and is based in West Perth, Australia. Carawine Resources Limited is a subsidiary of QGold Pty Ltd."
BSX.AX,Blackstone Minerals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Blackstone Minerals Limited engages in the exploration of mineral properties in North America, Vietnam, and Australia. The company primarily explores for nickel, cobalt, copper, gold, and manganese deposits. It holds a 100% interest in the Gold Bridge project that covers an area of approximately 367 square kilometers located in British Columbia, Canada. The company also holds a 90% interest in the Ta Khoa project located in Son La Province, Vietnam. Blackstone Minerals Limited was incorporated in 2016 and is based in West Perth, Australia."
TCO.AX,Transmetro Corporation Limited,Lodging,lodging,Lodging,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Transmetro Corporation Limited, together with its subsidiaries, owns and operates hotels, inns, serviced apartments, and theme pubs in Australia. The company operates hotels under the Metro Hotels name; and apartments under the Metro Apartments. It serves business and leisure travelers. The company was founded in 1976 and is based in Ultimo, Australia."
AXI.AX,Axiom Properties Limited,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"Axiom Properties Limited, together with its subsidiaries, engages in property investment and development activities in Australia. It is also involved in the technology-related investment activities. The company was incorporated in 1983 and is based in Adelaide, Australia."
NOV.AX,Novatti Group Limited,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Novatti Group Limited operates as a fintech company worldwide. The company operates through Payments AU/NZ, Payments International, Technology Solutions, and Investments segments. The Payments AU/NZ segment offers digital and physical prepaid gift and debit cards payment system; online and offline payments; and cross border payments to commercial enterprises, as well as operates digital wallets. The Payments International segment offers alternative payment of prepaid cash voucher; and provides payments network for prepaid top ups and bill payments. The Technology Solutions segment automates customer engagement, billing, collections, subscription management, and embedded payments in the telecommunications sector. The Investments segment provides enterprise specific payment and billing solutions. Novatti Group Limited is based in Melbourne, Australia."
CCO.AX,The Calmer Co International Limited,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"The Calmer Co International Limited operates as a health and wellness company in Australia, Fiji, the United States, and internationally. It produces and sells powdered drinking kava, teas, and capsules under the FijiKava brand name; cold pressed shots and kava under the Taki Mai brand name; hemp, CBD oils, topical products, and kava tinctures under Danodan brand name; and nutraceuticals. It also markets Leilo kava beverages. In addition, it sells its products through retailers and online. The company was formerly known as Fiji Kava Limited and changed its name to The Calmer Co International Limited in April 2023. The Calmer Co International Limited was incorporated in 2014 and is based in West End, Australia."
FXG.AX,Felix Gold Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Felix Gold Limited engages in the exploration of mineral projects in Alaska. It primarily explores for gold, antimony, and precious metal deposits. Felix Gold Limited was incorporated in 2020 and is headquartered in Brisbane, Australia."
NUC.AX,Nuchev Limited,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Nuchev Limited, a health and nutrition solutions company, produces, markets, and sells goat milk based formula and nutritional products under the Oli6 brand in Australia and China. It offers its products through retailers and e-commerce platforms to pharmacy, grocery, and other overseas market customers. Nuchev Limited was incorporated in 2013 and is headquartered in Melbourne, Australia."
IMC.AX,Immuron Limited,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Immuron Limited, a biopharmaceutical company, engages in the research, development, and commercialization of polyclonal antibodies in Australia, the United States, and Canada. It operates through two segments, Research and Development; and Hyper-immune Products. The company offers Travelan, an over-the-counter medicine to reduce the risk of travelers' diarrhea and risk of minor gastrointestinal disorders, as well as a dietary supplement for digestive tract protection; and Protectyn, an immune supplement to help maintain a healthy digestive function and liver. It also develops Travelan (IMM-124E), which is in Phase II clinical trial, to reduce the risk of contracting travelers' diarrhea; and IMM-529, which is in Phase II clinical trial, for treating patients suffering from recurring clostridium difficile infection. The company has a collaboration with the US Naval Medical Research Command and Silver Spring, MD, USA to develop and clinically evaluate a therapeutic targeting Campylobacter and enterotoxigenic Escherichia coli infections; and a research collaboration with the Walter Reed Army Institute of Research to develop three Shigella-specific therapeutic products. The company was formerly known as Anadis Limited and changed its name to Immuron Limited in December 2008. Immuron Limited was incorporated in 1994 and is headquartered in Carlton, Australia."
IME.AX,ImExHS Limited,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"ImExHS Limited offers cloud-based medical imaging solutions in Australia and internationally. It offers a medical imaging software that is focused on the development and sale of modular imaging systems, which include information systems for radiology, cardiology, and pathology, as well as a picture archiving and communications system. The company's solutions include AQUILA, a radiology software solution; ALULA, a pathology software solution; Antero, a cardiology software solution; and STELLA AI, a set of artificial intelligence tools that support specialists in the diagnosis. It also provides outsourced radiology services for hospitals and other establishments, as well as teleradiology services. ImExHS Limited was incorporated in 2001 and is headquartered in Mascot, Australia."
BB1.AX,BlinkLab Limited,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"BlinkLab Limited focuses on the development and commercialization of intellectual property related to smartphone-neurobehavioral testing. The company's smartphone-based application serves as a device for conducting neurobehavioral evaluations. Its application also enables remote and rapid testing to aid research on neurodevelopmental and neurodegenerative conditions such as schizophrenia, autism, attention deficit hyperactivity disorder (ADHD), and various forms of dementia. The company was incorporated in 2021 and is based in Sydney, Australia."
LBT.AX,LBT Innovations Limited,N.A,N.A,N.A,N.A,N.A,N.A,N.A
STM.AX,Sunstone Metals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Sunstone Metals Limited engages in the exploration and evaluation of gold and copper properties. It holds 87.5% interests in the Bramaderos project covering 4,959 hectares located in Loja Province, southern Ecuador; and 70% interests in the El Palmar copper-gold porphyry project comprising 790 hectares located in the Imbabura Province, northern Ecuador. The company was formerly known as Avalon Minerals Limited. The company was incorporated in 2006 and is headquartered in Melbourne, Australia."
S66.AX,Star Combo Pharma Limited,Household & Personal Products,household-personal-products,Household & Personal Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Star Combo Pharma Limited engages in the manufacturing and distribution of health food products and nutritional supplements in Australia and China. It operates in two segments, OEM Division and Austoyou Retail. The company develops, manufactures, markets, and sells natural health supplements and skin care products. It also provides its products through e-commerce platform to Chinese health product consumers. The company sells its products under the Costar, Living Healthy, Amax, and J&K brands. Star Combo Pharma Limited was founded in 2004 and is headquartered in Smithfield, Australia."
SLS.AX,Solstice Minerals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Solstice Minerals Limited engages in the gold and base metal exploration in Australia. The company holds interests in the Yarri, Ringlock, Ponton, Kalgoorlie, and Ashburton projects comprising an area of 2,130 square kilometer located within Kalgoorlie, Western Australia. Solstice Minerals Limited is headquartered in Subiaco, Australia."
VPR.AX,Volt Group Limited,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Volt Group Limited, together with its subsidiaries, engages in the development and commercialization of power generation and hydrogen production technology solutions, and mining equipment in Australia. It offers mobile solar light and communications towers comprising solar/battery energy storage system and illumination solution under the EcoQuip brand name; Accretive Thermal Energy Node, a waste heat recovery and zero emission electricity generation technology; HYTEN technology, a waste heat to hydrogen production system; and sample crushing equipment and solutions for the use in mining, mineral processing, and assay laboratory industries. The company also provides LTE/WiFi repeater communication solutions, and CCTV retrofit equipment. It serves resources and construction sectors. The company was formerly known as Volt Power Group Limited and changed its name to Volt Group Limited in June 2024. Volt Group Limited was incorporated in 1989 and is based in Kewdale, Australia."
PXX.AX,PolarX Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"PolarX Limited engages in the exploration and development of mineral properties in the United States. The company primarily explores for copper and gold deposits. Its flagship property is the Alaska Range project, including Caribou Dome Project comprising 216 contiguous state mining claims covering an area of 116 square kilometers located in northeast of Anchorage; and the Stellar project comprises 231 contiguous state mining claims that covers approximately an area of 150 square kilometers located in Alaska, the United States. PolarX Limited is based in Subiaco, Australia."
DEL.AX,Delorean Corporation Limited,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Delorean Corporation Limited, together with its subsidiaries, engages in the renewable energy and waste management businesses in Australia and New Zealand. It operates through Infrastructure, Engineering, and Energy Retail segments. The company manufactures and fabricates tanks, pipework, and structural steel. It is also involved in the investment in renewable energy assets; development of bioenergy plants; engineering, procurement, construction, operation, and management of anaerobic digestion bioenergy plants; and retailing of energy. Delorean Corporation Limited was founded in 2013 and is based in West Perth, Australia."
AYA.AX,Artrya Limited,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"Artrya Limited, a medical technology company, engages in the development and commercialisation of artificial intelligence platform that detects, diagnoses, and address coronary artery disease in Australia. The company offers Salix, a cloud-based software that uses its AI to automate the detection of coronary artery disease from coronary computed tomography angiography scans which identifies and manages patients at risk of a heart attack. Artrya Limited was incorporated in 2018 and is based in West Perth, Australia."
CND.AX,Condor Energy Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Condor Energy Limited, together with its subsidiaries, engages in the exploration of oil and gas in Australia and internationally. It focuses on technical evaluation agreement in the Tumbes basin consist of Raya, Bonito, and Piedra Redonda oil and gas prospects covering approximately an area of 4,858 square kilometers located in Peru. The company was formerly known as Global Oil & Gas Limited and changed its name to Condor Energy Limited in April 2024. Condor Energy Limited was incorporated in 2005 and is based in West Perth, Australia."
MM8.AX,Medallion Metals Limited,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Medallion Metals Limited engages in mineral exploration activities in Australia. It primarily explores for gold, silver, copper, lead, and zinc deposits. The company's flagship property is the 100% owned Ravensthorpe gold project covering an area of approximately 300 square kilometers located in Perth, Western Australia. Medallion Metals Limited was incorporated in 2015 and is based in West Perth, Australia."
TMK.AX,TMK Energy Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"TMK Energy Limited engages in the exploration and appraisal of coal seam gas in Australia, Mongolia, and the United States. The company holds a 100% interest in the Gurvantes XXXV Coal Seam Gas project covering an area of 8,400 square kilometers located in in Mongolia. It also holds a 20% of the Talisman Depp Project, which contains the Napoleon structure located in the Barrow-Dampier sub-basin. In addition, the company holds interest in the Pilot Well Program in Nariin Sukhait. The company was formerly known as Tamaska Oil and Gas Limited and changed its name to TMK Energy Limited in February 2022. TMK Energy Limited was incorporated in 2007 and is headquartered in West Perth, Australia."
A3D.AX,Aurora Labs Limited,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,"Aurora Labs Limited engages in the design, development, manufacture, and commercialization of 3D metal printers, digital parts, and its related intellectual property in Australia. It develops industrial grade 3D metal printers. The company serves energy, mining, infrastructure, utilities, and defence sectors. Aurora Labs Limited was incorporated in 2014 and is based in Canning Vale, Australia."
ECS.AX,ECS Botanics Holdings Ltd,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"ECS Botanics Holdings Ltd engages in the cultivation, manufacture, and sale of medicinal cannabis products in Northwest Victoria. The company is involved in the agriculture business. ECS Botanics Holdings Ltd is based in Murrabit, Australia."
MTM.AX,MTM Critical Metals Limited,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"MTM Critical Metals Limited, through its subsidiaries, explores for mineral tenements in Western Australia. The company explores for gold, base metals, lithium, nickel, cobalt, graphite, and rare earth elements. It holds an option to acquire in the Pomme project comprising of 50 mineral claims covering an area of 2,400 hectares located in Quebec, Canada; and the East Laverton project consisting of nine exploration licenses covering an area of 1,900 square kilometers located in Western Australia. In addition, the company owns interest in the Mt Monger project comprising of seven granted exploration licenses covering an area of 82 square kilometers located in Kalgoorlie, Western Australia. MTM Critical Metals Limited was formerly known as Mt Monger Resources Limited and changed its name to MTM Critical Metals Limited in May 2023. The company was incorporated in 2020 and is based in West Perth, Australia."
BRX.AX,Belararox Limited,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Belararox Limited engages in the exploration and development of mineral resource projects in Australia. The company explores for zinc, lithium, copper, gold, silver, nickel, and lead deposits. Its flagship project is the Toro-Malambo-Tambo project covering 32,000 hectares located in San Juan province in Argentina. The company was incorporated in 2021 and is based in Perth, Australia."
JPR.AX,Jupiter Energy Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Jupiter Energy Limited engages in the exploration, appraisal, development, and production of oil and gas properties in Kazakhstan. It owns a 100% interest in Block 31, an exploration permit covering an area of 123 square kilometers located in the Mangistau Basin, West Kazakhstan. The company was formerly known as Westcoast Mining Ltd. and changed its name to Jupiter Energy Limited in June 2005. Jupiter Energy Limited was incorporated in 1998 and is based in Aktau, Kazakhstan."
TON.AX,Triton Minerals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Triton Minerals Limited primarily engages in the exploration, evaluation, and development of graphite projects in Mozambique. The company's flagship project is the Ancuabe Graphite Project located in Mozambique. It also explores for vanadium deposits. The company was founded in 2006 and is based in Perth, Australia."
YOJ.AX,Yojee Limited,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Yojee Limited, together with its subsidiaries, provides software solutions in the Asia Pacific region. The company enables third-party logistics providers to assign loads, manage shipments, and track contracted road carriers' vehicles and drivers in real-time. It also provides software subscription and related services, including SaaS software set-up services, software customization, and usage charges. It serves third-party logistics providers and early-regional transport management technology adopters. Yojee Limited was founded in 2016 and is based in Perth, Australia."
BML.AX,Boab Metals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Boab Metals Limited engages in the exploration and development of mineral tenements in Australia. It primarily explores for zinc, silver, cobalt, copper, and lead deposits. The company holds 75% interest in its flagship property, the Sorby Hills project located in the Kimberley Region of Western Australia. It also holds 100% interest in the Manbarrum project located within the Northern Territory; the Eight Mile Creek exploration tenements covering an area of 206 square kilometers located in the Kimberley Region of Western Australia; and the Limestone Creek located near the north of the Coppermine Creek prospect, as well as 51% interest in the Borroloola West Joint Venture project comprising nine exploration licenses and one mining license located in the McArthur and Mt Isa Basins. The company was formerly known as Pacifico Minerals Limited and changed its name to Boab Metals Limited in January 2021. Boab Metals Limited was incorporated in 2003 and is based in West Perth, Australia."
WAG.AX,The Australian Wealth Advisors Group Limited,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"The Australian Wealth Advisors Group Limited, together with its subsidiaries, provides wealth management advisory and funds management businesses in Australia. The company provides license and wealth advisory support, investment management, and merger and acquisition services. The Australian Wealth Advisors Group Limited was founded in 2021 and is based in Melbourne, Australia."
WWG.AX,Wiseway Group Limited,Integrated Freight & Logistics,integrated-freight-logistics,Integrated Freight & Logistics,Industrials,industrials,Industrials,"Wiseway Group Limited, together with its subsidiaries, provides logistics and freight forwarding services in Australia, New Zealand, China, Singapore, and the United States. The company offers air cargo services, such as door to door, airport to airport, import and export shipments, break bulk, personal effects, dangerous goods, scheduled consolidation, time sensitive shipments, documentation handling and processing, special projects, pick-up, and packing and crating services; and sea cargo services, including less-than-container loads to full container loads, special equipment, and oversized cargo. It also provides services for perishables goods; customs clearance services; road transportation services; and warehousing services comprising bonded storage, break bulk and deconsolidation, picking and packing, pallet in/pallet out, security, long and short term storage, stock control system, order entry/processing, inventory control management, container packing or unpacking, and packaging materials supply. The company was founded in 2005 and is headquartered in Bankstown, Australia."
AR9.AX,archTIS Limited,Software - Application,software-application,Software - Application,Technology,technology,Technology,"archTIS Limited engages in the design and development of products, solutions, and services for secure information sharing and collaboration in Australia and internationally. It provides Kojensi, a Software-as-a-Service platform, enables secure collaboration of sensitive and classified information sharing within the defense industry, government, multinational coalitions, and other critical sectors; Kojensi Enterprise which can be deployed on-premises or in a private cloud, that allows multi-level, multi-coalition, and multi-domain collaboration on classified information; and Kojensi Field, which can be deployed on ruggedized equipment, that allows military, government, and aid and emergency service workers to collaborate in the field. The company also offers NC Protect, which provides real time, attribute-based access, sharing control, and data-centric security collaboration applications, including Microsoft Office 365, SharePoint Online and on-premises, OneDrive, Teams, Yammer, and Exchange emails, as well as Nutanix Files, Dropbox, and Windows File Shares. archTIS was incorporated in 2006 and is headquartered in Barton, Australia."
HCL.AX,HighCom Limited,Aerospace & Defense,aerospace-defense,Aerospace & Defense,Industrials,industrials,Industrials,"HighCom Limited provides specialist products and tailored solutions to military, law enforcement, government agencies, space, and commercial sectors. It operates through two segments: Armour Division and Technology Division. The company offers armour products comprising body armour, ballistic helmets, shields, composite armour panels, and platform structures. It also provides uncrewed systems, control systems, sensors and ballistic solutions for use by defense, security, and law enforcement agencies, such as project management, engineering, integration, repair and maintenance services, product support and related training. It operates in Australia, Asia Pacific, North America, Europe, and internationally. The company was formerly known as XTEK Limited and changed its name to HighCom Limited in November 2023. HighCom Limited was founded in 1978 and is based in Symonston, Australia."
IVX.AX,Invion Limited,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Invion Limited, a clinical-stage life-sciences company, researches and develops Photosoft technology for the treatment of cancers, atherosclerosis, and infectious diseases in Australia. The company is developing IVX-PDT, a photosensitizer agent to treat skin cancers, and solid cancers, such as lung, ovarian, anogenital, and glioblastoma multiforme cancers. It has a research and development agreement with Hudson Institute of Medical Research to develop a novel photosensitiser for the treatment of a range of cancers; and research agreement with Peter MacCallum Cancer Centre to undertake pre-clinical and in-vitro studies on Invion's IVX-PDT Photodynamic therapy for ano-genital cancers, including penile and anal cancer. Invion Limited was incorporated in 2000 and is headquartered in Melbourne, Australia."
XRG.AX,xReality Group Limited,Leisure,leisure,Leisure,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"xReality Group Limited owns and operates indoor skydiving facilities in the Asia Pacific and the United States. It operates in two segments, Entertainment and Enterprise. The company owns and operates indoor skydiving run under the iFLY Downunder and iFLY Gold Coast brand name; and virtual reality operations under the FREAK brand. It also provides Red Cartel, a virtual reality, augmented reality, extended reality, and animation content for enterprise software product for entertainment, oil and gas, mining, healthcare, and government industries. In addition, the company operates Operator XR, which provides mission planning and rehearsal system for military and law enforcement agencies. It serves tourists, active skydivers, and military. The company was formerly known as Indoor Skydive Australia Group Limited and changed its name to xReality Group Limited in December 2021. xReality Group Limited was incorporated in 2011 and is based in Brookvale, Australia."
WMG.AX,Western Mines Group Ltd,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Western Mines Group Ltd, a mineral exploration company, engages in the exploration and development of mineral properties in Australia. The company explores for nickel sulphide, copper, lithium, platinum group elements, and gold deposits. Its flagship project includes the Mulga Tank Ni-Cu-PGE project comprising exploration license E39/2132, E39/2134, and E39/2223, and exploration license application E39/2299 covering an area approximately 425 square kilometers located in the east-northeast of Kalgoorlie, Western Australia. The company was incorporated in 2020 and is based in West Perth, Australia."
QEM.AX,QEM Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"QEM Limited engages in the exploration and development of vanadium and oil shale project in Australia. Its flagship project is the Julia Creek oil shale and vanadium project comprising 4 tenements covering an area of 249.6 square kilometers located in the Julia Creek area of North Western Queensland, Australia. The company was formerly known as Queensland Energy & Minerals Pty Ltd and changed its name to QEM Limited in August 2018. QEM Limited was incorporated in 2014 and is headquartered in Surfers Paradise, Australia."
FTL.AX,Firetail Resources Limited,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Firetail Resources Limited engages in the acquisition and exploration of resource projects in Australia, Peru, and Canada. It explores for copper, zinc, rubidium, lithium, gold, silver, nickel, cobalt, lead, molybdenum, and manganese. The company also has an option agreement to acquire 80% interest in the York Harbour project that consists of 189 mineral claims totaling an area of approximately 47 square kilometres located in the province of Newfoundland and Labrador, Canada. Firetail Resources Limited was incorporated in 2021 and is based in Subiaco, Australia."
EMC.AX,Everest Metals Corporation Ltd,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Everest Metals Corporation Ltd engages in mineral exploration activities in Western Australia and New South Wales. The company explores for gold, copper, silver, cobalt, nickel, lithium, tantalum, rubidium, caesium, and rare earth elements. Its flagship property is the Mt Dimer Gold and Silver project comprising a mining lease (M77/515) and exploration license (E77/2383), located 120km north-east from Southern Cross. The company was formerly known as Twenty Seven Co. Limited. Everest Metals Corporation Ltd was incorporated in 2006 and is based in Perth, Australia."
MLS.AX,Metals Australia Ltd,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Metals Australia Ltd engages in the exploration and development of mineral deposits and investment in Australia and Canada. The company primarily explores for lithium, gold, silver, copper, zinc, cobalt, graphite, nickel, and other base metal deposits. Its flagship project is the Lac Rainy graphite project that consists of 92 mineral claims covering an area of approximately 45.5 square kilometers located in Quebec, Canada. The company also holds interest in Lac Carheil Graphite project located in Quebec; Corvette River Lithium project located in the James Bay Region, Quebec; and Lac du Marcheur copper-cobalt project located in Quebec. In addition, it holds 80% interests in the Manindi Critical Minerals project located near the northeast of Perth in Western Australia; the Warrambie Battery Metals project located in the Pilbara region of Western Australia; the Warrego East project located in the Northern Territory; and the Big Bell North project located in Western Australia. The company was incorporated in 1981 and is headquartered in West Perth, Australia."
VRX.AX,VRX Silica Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"VRX Silica Limited, together with its subsidiaries, engages in the exploration and development of mineral properties in Australia. The company explores for silica. It owns 100% interests in the Arrowsmith and the Muchea silica sand projects located to the north of Perth in Western Australia; and the Boyatup silica sand project located to the east of the port town of Esperance. The company was formerly known as Ventnor Resources Limited and changed its name to VRX Silica Limited in December 2018. VRX Silica Limited was incorporated in 2010 and is headquartered in West Perth, Australia."
TOR.AX,Torque Metals Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Torque Metals Limited engages in the mineral exploration business in Australia. The company's flagship project is the 100% owned Paris Gold project comprising various mining leases and prospecting leases covering an area of approximately 200 square kilometers located in Western Australia. Torque Metals Limited was incorporated in 2017 and is based in Perth, Australia."
AZ9.AX,Asian Battery Metals PLC,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Asian Battery Metals PLC engages in the exploration of mineral deposits in Mongolia and Altai. The company explores for graphite, lithium, nickel, copper, and platinum grade element deposits. It holds 100% interest in the Khukh Tag graphite project located in Undurshil soum, Dundgobi province, Mongolia; the Tsagaan Ders lithium project located in Khuld soum, Dundgobi province, Mongolia; and the Oval Ni-Cu-PGE project located near the west of the capital of Gobi Altai Aimag, Altai. The company was formerly known as Doriemus PLC and changed its name to Asian Battery Metals PLC in June 2024. Asian Battery Metals PLC was incorporated in 1999 and is headquartered in Perth, Australia."
CC9.AX,Chariot Corporation Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Chariot Corporation Limited, a mineral exploration company, focuses on discovering and developing lithium properties in the United States. The company's flagship property is the Black Mountain project that comprises of 352 unpatented lode mining claims covering an area of 2,686 hectares located in Natrona County in Central Wyoming. The company also owns 100% interest in the Resurgent project that comprises of 1,450 unpatented lode claims covering an area of 12,128 hectares located in Humboldt County Nevada and Malheur County Oregon. In addition, it holds interest in the Copper Mountain project; and the Regional Wyoming Lithium project located in Wyoming. The company was incorporated in 2019 and is based in East Perth, Australia."
HAW.AX,Hawthorn Resources Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Hawthorn Resources Limited, together with its subsidiaries, operates as a mining and exploration company in Western Australia. The company explores for iron ore, gold, magnetite, lithium, nickel, copper, and other base metals. It holds an 70% interest in the Anglo-Saxon gold project located in Pinjin. The company also holds 37% interest in the Mt Bevan critical minerals project and 28% interest in the Mt Bevan magnetite project located in the Central Yilgarn, Western Australia. Hawthorn Resources Limited was incorporated in 1985 and is based in Melbourne, Australia."
EXT.AX,Excite Technology Services Limited,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Excite Technology Services Limited provides cyber security services development and data security technology to enterprise and government sectors in Australasia and Germany. It offers resale of hardware and software; maintenance and support; and services. The company was formerly known as Cipherpoint Limited and changed its name to Excite Technology Services Limited in September 2023. Excite Technology Services Limited was incorporated in 2006 and is based in North Sydney, Australia."
AKG.AX,Academies Australasia Group Limited,Education & Training Services,education-training-services,Education & Training Services,Consumer Defensive,consumer-defensive,Consumer Defensive,"Academies Australasia Group Limited provides training and education services in Australia and Singapore. The company offers bachelor degrees, VET certificates, diplomas and advanced diplomas, English language, senior high school, and Singapore government school preparatory courses. It operates various licensed colleges. The company was formerly known as Garratt's Limited. Academies Australasia Group Limited was incorporated in 1908 and is based in Sydney, Australia."
EMB.AX,Embelton Limited,Building Products & Equipment,building-products-equipment,Building Products & Equipment,Industrials,industrials,Industrials,"Embelton Limited engages in the manufacture, distribution, and installation of flooring products and services in Australia, Singapore, China, the United Kingdom, and internationally. It operates through Merchandising, Commercial/Contracting, and Manufacturing segments. The company is involved in the sale and installation of vibration control devices, building materials, industrial corks, rubber products, and metal fabrications. It also offers flooring and consumer products, such as wooden parquetry, prefinished and natural strip, and rubber and sports floorings, as well as timber, hybrid, laminate, and vinyl flooring products; carpets; adhesives and finishes; and other flooring accessories. In addition, the company provides industrial and construction products comprising structural noise and vibration isolation systems, seismic restraints for resiliently mounted equipment, recycled and natural rubber sheets, spandex cork jointing, tube and pipe bending, and other jointing media products; anti-vibration mountings, such as springs and rubber; and compressed cork sheets, blocks, and rolls. It serves construction companies. The company was formerly known as Embelton Proprietary Limited. Embelton Limited was founded in 1925 and is headquartered in Coburg, Australia."
EM2.AX,Eagle Mountain Mining Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Eagle Mountain Mining Limited, together with its subsidiaries, engages in the exploration and development of mineral resources in Australia and the United States. It explores for copper, gold, silver, and base and precious metal deposits. The company holds 100% interest in the Oracle Ridge copper project and the Silver Mountain project, both located in Arizona, the United States. Eagle Mountain Mining Limited was incorporated in 2017 and is based in Nedlands, Australia."
MBH.AX,Maggie Beer Holdings Limited,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Maggie Beer Holdings Limited manufactures and sells food and beverage, and gifting products primarily in Australia. It offers pates, fruit pastes, jams, sugo, sauces, wine, and other products under the Maggie Beer brand; and hampers and gifts under the Hamper Emporium and Gifts Australia brand. The company was formerly known as Longtable Group Limited and changed its name to Maggie Beer Holdings Limited in July 2020. Maggie Beer Holdings Limited was incorporated in 2000 and is based in Tanunda, Australia."
